LOINC_NUM	SYSTEM	SCALE_TYP	SOURCE	SURVEY_QUEST_SRC	UNITSREQUIRED	SHORTNAME	EXAMPLE_UCUM_UNITS
10140-2	Heart	Qn	CH		Y	T' wave Amp L-V5	
10141-0	Heart	Qn	CH		Y	T' wave Amp L-V6	
10142-8	Heart	Qn	CC		Y	T wave Amp L-AVF	
10143-6	Heart	Qn	CC		Y	T wave Amp L-AVL	
10144-4	Heart	Qn	CC		Y	T wave Amp L-AVR	
10145-1	Heart	Qn	CC		Y	T wave Amp L-I	
10146-9	Heart	Qn	CC		Y	T wave Amp L-II	
10147-7	Heart	Qn	CC		Y	T wave Amp L-III	
10148-5	Heart	Qn	CC		Y	T wave Amp L-V1	
10149-3	Heart	Qn	CC		Y	T wave Amp L-V2	
10150-1	Heart	Qn	CC		Y	T wave Amp L-V3	
10151-9	Heart	Qn	CC		Y	T wave Amp L-V4	
10152-7	Heart	Qn	CC		Y	T wave Amp L-V5	
10153-5	Heart	Qn	CC		Y	T wave Amp L-V6	
10154-3	^Patient	Nar	CC			Chief complaint Reported	
10155-0	^Patient	Nar	CC			Allergies Hx Reported	
10156-8	^Patient	Nar	CC			Childhood diseases Hx Reported	
1015-7	RBC	Ord	FS			Ew Ag RBC Ql	
10157-6	Family	Nar	CC			Family member diseases Hx Reported	
10181-6	Urinary tract	Nar	CC			Hx of Urinary disorders	
10182-4	^Patient	Nar	CC			Travel Hx Reported	
10183-2	^Patient	Nar	CC			Hospital discharge medications	
10184-0	^Patient	Nar	CC			Hospital discharge physical findings	
10185-7	^Patient	Nar	CC			Hospital discharge procedures	
10186-5	^Patient	Nar	CC			Identifying information Observ	
10187-3	^Patient	Nar	CC			Review of systems	
10188-1	^Patient	Nar	CC			Review of systems overview	
10189-9	^Patient	Nom	CC			Review of systems overview	
10190-7	^Patient	Nar	CC			Mental status	
10191-5	Abdomen	Nar	CC			Phys find Abd	
10192-3	Back	Nar	CC			Phys find Back	
10193-1	Breasts	Nar	CC			Phys find Brsts	
10194-9	Neurologic deep tendon reflexes	Nar	CC			Phys find Deep tendon reflexes	
10195-6	Ear	Nar	SH			Phys find Ear	
10196-4	Extremities	Nar	CC			Phys find Extremities	
10197-2	Eye	Nar	CC			Phys find Eye	
10198-0	Genitourinary tract	Nar	CC			Phys find GU Tract	
1019-9	RBC^BPU	Ord	FS			E Ag RBC BPU Ql	
10199-8	Head	Nar	CC			Phys find Head	
10200-4	Heart	Nar	CC			Phys find Hrt	
10201-2	Mouth & Throat & Teeth	Nar	CC			Phys find Mouth+Throat+Teeth	
10202-0	Neurologic system	Nar	CC			Phys find Neurologic	
10203-8	Nose	Nar	SH			Phys find Nose	
10204-6	Pelvis	Nar	CC			Phys find Pelvis	
10205-3	Rectum	Nar	CC			Phys find Rectum	
10206-1	Skin	Nar	CC			Phys find Skin	
1020-7	RBC^donor	Ord	FS			E Ag RBC Donr Ql	
10207-9	Thorax+Lungs	Nar	CC			Phys find Thorax+Lungs	
10208-7	Vessels	Nar	CC			Phys find Vesl	
10209-5	Neurologic balance+Coordination	Nar	CC			Phys find Balance+Coordination	
10210-3	General status	Nar	CC			Phys find General status	
10211-1	Sense of touch	Nar	CC			Phys find Sense of touch	
10212-9	Strength	Nar	CC			Phys find Strength	
10213-7	^Patient	Nar	CC			Operative note anesthesia	
10214-5	Surgical procedure	Qn	CC		Y	Operative note anesthesia duration	
1021-5	RBC	Ord	FS			E Ag RBC Ql	
10215-2	^Patient	Nar	CC			Operative note findings	
10216-0	^Patient	Nar	CC			Operative note fluids	
10217-8	^Patient	Nar	CC			Operative note indications Imp	
10218-6	^Patient	Nar	CC			Operative note post-op Dx	
10219-4	^Patient	Nar	CC			Operative note pre-op Dx	
10220-2	Surgical procedure	Qn	CC			Operative note prep time duration	
10221-0	^Patient	Nar	CC			Operative note specimens taken	
10222-8	^Patient	Nar	CC			Operative note complications Imp	
1022-3	Ser/Plas^BPU	Ord	FS			Fy sup(a) Ab SerPl BPU Ql	
10223-6	^Patient	Nar	CC			Operative note procedure	
10224-4	^Patient	Nom	CC			Hemodynamic method special circumstances	
10225-1	Cardiac measurement device	Nom	CC			Cardiac Measurement Device Inventory #	
10226-9	Intravascular space.XXX	Qn	CC		Y	O2 Ct IV space-sCnc	mol/L
10227-7	Cardiac measurement device	Nom	CC			Cardiac Measurement Device Model #	
10228-5	Cardiac measurement device	Nom	CC			Cardiac Measurement Device Serial #	
10229-3	Hemodynamic method	Nom	CC			Hemodynamic Method Class	
10230-1	Heart.ventricle.left	Qn	CC			LV EF	%
1023-1	Ser/Plas^donor	Ord	FS			Fy sup(a) Ab SerPl Donr Ql	
10231-9	Heart.ventricle.right	Qn	CC			RV EF	
10232-7	Aortic root	Qn	CC		Y	O2 Ct Ac root-sCnc	mol/L
10233-5	Heart.atrium.left	Qn	CC		Y	O2 Ct LA-sCnc	mol/L
10234-3	Heart.atrium.right	Qn	CC		Y	O2 Ct RA-sCnc	mol/L
10235-0	Heart.atrium.right.high	Qn	CC		Y	O2 Ct RA.high-sCnc	mol/L
10236-8	Heart.atrium.right.low	Qn	CC		Y	O2 Ct RA.low-sCnc	mol/L
10237-6	Heart.atrium.right.mid	Qn	CC		Y	O2 Ct RA.mid-sCnc	mol/L
10238-4	Heart.ventricle.left	Qn	CC		Y	O2 Ct LV-sCnc	mol/L
10239-2	Heart.ventricle.right.outflow tract	Qn	CC		Y	O2 Ct RVOT-sCnc	mol/L
102-4	Isolate+Ser	Qn	SH			Cefoperazone Titr SBT	{titer}
10240-0	Heart.ventricle.right	Qn	CC		Y	O2 Ct RV-sCnc	mol/L
10241-8	Coronary sinus	Qn	CC		Y	O2 Ct CS-sCnc	mol/L
10242-6	Ductus arteriosus	Qn	CC		Y	O2 Ct DA-sCnc	mol/L
10250-9	Heart rate device	Nom	CC			Model # Hrt Rate Device	
10251-7	Heart rate device	Nom	CC			Serial # Hrt Rate Device	
10252-5	*^Patient	Nom	CC			Biliary drain site	
10253-3	Biliary drain	Nom	CC			Biliary drain Class	
10254-1	Peritoneal drain	Nom	CC			Peritoneal drain Class	
10255-8	Subrachnoid drain	Nom	CC			Subrachnoid Drain Class	
1025-6	RBC^BPU	Ord	FS			Fy sup(a) Ag RBC BPU Ql	
10256-6	Biliary drain	Nom	CC			Biliary drain Inventory #	
10257-4	Chest tube	Nom	CC			Chest tube Inventory #	
10258-2	Enteral tube	Nom	CC			Enteral tube Inventory #	
10259-0	Gastrostomy tube	Nom	CC			G-tube Inventory #	
10260-8	GI tube	Nom	CC			GI tube Inventory #	
10261-6	Intravascular tube	Nom	CC			IV tube Inventory #	
10262-4	IO tube	Nom	CC			IO tube Inventory #	
10263-2	Nasogastric tube	Nom	CC			NG-tube Inventory #	
1026-4	RBC^donor	Ord	FS			Fy sup(a) Ag RBC Donr Ql	
10264-0	Oral tube	Nom	CC			Oral tube Inventory #	
10265-7	Peritoneal drain	Nom	CC			Peritoneal drain Inventory #	
10266-5	Peritoneal tube	Nom	CC			Peritoneal tube Inventory #	
10267-3	Rate control device	Nom	CC			Rate Control Device Inventory #	
10268-1	Stool collection device	Nom	CC			Stl Collect Device Inventory #	
10269-9	Subrachnoid drain	Nom	CC			Subrachnoid Drain Inventory #	
10270-7	Synovial drain	Nom	CC			Synovial Drain Inventory #	
10271-5	Tube/Drain	Nom	CC			Tube/Drain Inventory #	
1027-2	RBC	Ord	FS			Fy sup(a) Ag RBC Ql	
10272-3	Upper GI tube	Nom	CC			Upper GI tube Inventory #	
10273-1	Urinary bladder irrigation tube	Nom	CC			Bladder irrigation tube Inventory #	
10274-9	Urine tube	Nom	CC			Urine tube Inventory #	
10275-6	Wound drain device	Nom	CC			Wound drain device Inventory #	
10276-4	*^Patient	Nom	CC			Peritoneal drain site	
10277-2	*^Patient	Nom	CC			Stool collection site	
10278-0	*^Patient	Nom	CC			Subarachnoid drain site	
10279-8	Biliary drain	Nom	CC			Model # Biliary drain	
1028-0	Ser/Plas^BPU	Ord	FS			Fy sup(b) Ab SerPl BPU Ql	
10280-6	Chest tube	Nom	CC			Model # Chest tube	
10281-4	Enteral tube	Nom	CC			Model # Enteral tube	
10282-2	Gastrostomy tube	Nom	CC			Model # G-tube	
10283-0	GI tube	Nom	CC			Model # GI tube	
10284-8	Intravascular tube	Nom	CC			Model # IV tube	
10285-5	IO tube	Nom	CC			Model # IO tube	
10286-3	Nasogastric tube	Nom	CC			Model # NG-tube	
10287-1	Oral tube	Nom	CC			Model # Oral tube	
10288-9	Peritoneal drain	Nom	CC			Model # Peritoneal drain	
10289-7	Peritoneal tube	Nom	CC			Model # Peritoneal tube	
10290-5	Rate control device	Nom	CC			Model # Rate Control Device	
10291-3	Stool collection device	Nom	CC			Model # Stl Collect Device	
10292-1	Subrachnoid drain	Nom	CC			Model # Subrachnoid Drain	
10293-9	Synovial drain	Nom	CC			Model # Synovial Drain	
10294-7	Tube/Drain	Nom	CC			Model # Tube/Drain	
10295-4	Upper GI tube	Nom	CC			Model # Upper GI tube	
10296-2	Urinary bladder irrigation tube	Nom	CC			Model # Bladder irrigation tube	
10297-0	Urine tube	Nom	CC			Model # Urine tube	
1029-8	Ser/Plas^donor	Ord	FS			Fy sup(b) Ab SerPl Donr Ql	
10298-8	Wound drain device	Nom	CC			Model # Wound drain device	
10299-6	Biliary drain	Nom	CC			Serial # Biliary drain	
10300-2	Chest tube	Nom	CC			Serial # Chest tube	
10301-0	Enteral tube	Nom	CC			Serial # Enteral tube	
10302-8	Gastrostomy tube	Nom	CC			Serial # G-tube	
10303-6	GI tube	Nom	CC			Serial # GI tube	
10304-4	Intravascular tube	Nom	CC			Serial # IV tube	
10305-1	IO tube	Nom	CC			Serial # IO tube	
1030-6	Ser/Plas	Ord	FS			Fy sup(b) Ab SerPl Ql	
10306-9	Nasogastric tube	Nom	CC			Serial # NG-tube	
10307-7	Oral tube	Nom	CC			Serial # Oral tube	
10308-5	Peritoneal drain	Nom	CC			Serial # Peritoneal drain	
10309-3	Peritoneal tube	Nom	CC			Serial # Peritoneal tube	
10310-1	Rate control device	Nom	CC			Serial # Rate Control Device	
10311-9	Stool collection device	Nom	CC			Serial # Stl Collect Device	
10312-7	Subrachnoid drain	Nom	CC			Serial # Subrachnoid Drain	
10313-5	Synovial drain	Nom	CC			Serial # Synovial Drain	
1031-4	RBC^BPU	Ord	FS			Fy sup(b) Ag RBC BPU Ql	
10314-3	Tube/Drain	Nom	CC			Serial # Tube/Drain	
10315-0	Upper GI tube	Nom	CC			Serial # Upper GI tube	
10316-8	Urinary bladder irrigation tube	Nom	CC			Serial # Bladder irrigation tube	
10317-6	Urine tube	Nom	CC			Serial # Urine tube	
10318-4	Wound drain device	Nom	CC			Serial # Wound drain device	
10319-2	Enema device	Nom	CC			Enema Device Inventory #	
103-2	Isolate	Qn	SH		Y	Ceforanide Islt MLC	
10320-0	Enema device	Nom	CC			Model # Enema Device	
10321-8	Enema device	Nom	CC			Serial # Enema Device	
1032-2	RBC^donor	Ord	FS			Fy sup(b) Ag RBC Donr Ql	
10322-6	^Patient	Qn	CC			Potassium intake 24H	
10323-4	Lower GI tract	Nom	CC			Wound drain fluid Lower GI tract	
10324-2	Breath rate device	Nom	CC			Breath Rate Device Inventory #	
10325-9	Breath rate device	Nom	CC			Model # Breath Rate Device	
10326-7	Breath rate device	Nom	CC			Serial # Breath Rate Device	
10327-5	Sputum	Qn	QST		Y	Eosinophil NFr Spt Manual	%
10328-3	CSF	Qn	QST		Y	Lymphocytes NFr CSF Manual	%
10329-1	CSF	Qn	QST		Y	Monocytes NFr CSF Manual	%
1033-0	RBC	Ord	FS			Fy sup(b) Ag RBC Ql	
10330-9	Body fld	Qn	QST		Y	Monocytes NFr Fld Manual	%
10331-7	Bld	Nom	QST			Rh Bld	
10332-5	Ser/Plas	Qn	QST		Y	Cortis pre 250 ug ACTH IM SerPl-mCnc	
10333-3	CSF	Nom	QST			Appearance CSF	
10334-1	Ser/Plas	Qn	QST		Y	Cancer Ag125 SerPl-aCnc	
10335-8	CSF	Nom	QST			Color CSF	
10336-6	Urine	Qn	QST		Y	GP Ur-mCnc	
10337-4	Ser	Qn	QST		Y	Procollagen Peptide1 Ser-mCnc	ug/L
10338-2	Ser/Plas	Qn	QST		Y	Barbiturates SerPl-mCnc	mg/dL
10339-0	Ser/Plas	Qn	QST		Y	Fluoxetine+Nor SerPl-mCnc	ng/mL
10340-8	Ser/Plas	Qn	QST		Y	Molindone SerPl-mCnc	ng/mL
10341-6	Ser/Plas	Qn	QST		Y	Norpropoxyph SerPl-mCnc	
10342-4	Ser/Plas	Qn	QST		Y	Sulfamethoxazole SerPl-mCnc	ug/mL
10343-2	Ser/Plas	Qn	QST		Y	Temazepam SerPl-mCnc	
10344-0	Ser/Plas	Qn	QST		Y	Tranylcypromine SerPl-mCnc	ng/mL
10345-7	Urine	Qn	QST		Y	Trihexyphenidyl Ur-mCnc	
10346-5	Bld	Qn	QST		Y	Hgb A Bld Elph-aCnc	
10347-3	Bld	Nom	QST			Bab microti Bld Smear	
1034-8	Bld	Nom	SH			Fetal Cell Scn Bld-Imp	
10348-1	Ser	Ord	QST			B parapert Ab Ser Ql	
10349-9	Ser	Qn	QST		Y	Brucella Ab Ser-aCnc	
10350-7	Ser	Qn	QST		Y	HSV IgM Titr Ser EIA	{titer}
10351-5	Ser/Plas	Qn	QST		Y	HIV1 RNA SerPl Amp Prb-aCnc	
10352-3	Genital	Nom	QST			Bacteria Genital Aerobe Cult	
10353-1	Nose	Nom	QST			Bacteria Nose Aerobe Cult	
10354-9	Urethra	Nom	QST			Bacteria Urth Cult	
1035-5	Dose	Qn	KAH		Y	FFP Gvn Vol Dose	mL
10355-6	Bone mar	Nom	QST			Wright Gie Stn Mar	
10356-4	Stool	Nom	QST			Deprecated Tri Stn Stl	
10809-2	Tiss	Nom	SH			Silv Nitrate Stn Tiss	
108-1	Isolate	OrdQn	SH			Cefotaxime Islt MIC	
10810-0	Tiss	Nom	SH			FM Silv Stn Tiss	
10811-8	Tiss	Nom	SH			Grimelius Silv Stn Tiss	
10812-6	Tiss	Nom	SH			Steiner Stn Tiss	
10813-4	Tiss	Nom	SH			Sudan Black Stn Tiss	
10814-2	Tiss	Nom	SH			SV Stn Tiss	
10815-9	Tiss	Nom	SH			Tetrachrome Stn Tiss	
10816-7	Tiss	Nom	SH			Deprecated TBO Stn Tiss	
10817-5	Tiss	Nom	SH			Gomori-Wheatley Tri Stn Tiss	
10818-3	Tiss	Nom	SH			Mod Masson Tri Stn Tiss	
1081-9	Ser/Plas	Ord	FS			Js sup(a) Ab SerPl Ql	
10831-6	^Patient	Nom	CC			Operative note complications Imp	
10832-4	Ser/Plas	Qn	QST		Y	Glucose 15M p 50 g Lac PO SerPl-mCnc	mg/dL
10833-2	Ser/Plas	Qn	QST		Y	Insulin 7H p 75 g Glc PO SerPl-mCnc	
10834-0	Ser	Qn	QST		Y	Globulin Ser Calc-mCnc	g/L
1083-5	RBC^donor	Ord	FS			Js sup(a) Ag RBC Donr Ql	
10835-7	Ser/Plas	Qn	QST		Y	LPa SerPl-mCnc	
10836-5	Bld	Qn	QST		Y	Niacin Bld-mCnc	
10837-3	Ser/Plas	Ord	QST			Organic Acids SerPl Ql	
10838-1	Ser/Plas	Qn	QST		Y	Phosphoserine SerPl-mCnc	
10839-9	Ser/Plas	Qn	QST		Y	Troponin I SerPl-mCnc	
11375-3	^Patient	Nom	DEEDS			Injury intent	
11376-1	^Patient	Nom	DEEDS			Injury location	
11377-9	Arterial system	Qn	DEEDS		Y	BP dias 1st enctr	
11378-7	Arterial system	Qn	DEEDS		Y	BP sys 1st enctr	
1137-9	RBC^donor	Ord	FS			Lu sup(a) Ag RBC Donr Ql	
11379-5	^Patient	Qn	DEEDS			Level of education - Reported	
11560-0	Ser	Qn	KAH		Y	AChR Bind Ab Ser-aCnc	
11561-8	Ser	Qn	KAH		Y	AChR Block Ab Ser-aCnc	%{inhibition}
11562-6	Ser	Qn	KAH		Y	AChR Mod Ab Ser-aCnc	
11563-4	Ser	Qn	KAH			Deprecated dsDNA Ab Ser-aCnc	
11564-2	Ser	Qn	KAH		Y	IF Ab Ser-aCnc	
11565-9	Ser	Qn	KAH		Y	ENA Jo1 Ab Ser-aCnc	U/mL
11127-8	Bone mar	Nom	MedLog			RBC Mar	
11128-6	Bone mar	Qn	MedLog		Y	Neuts Seg NFr Mar	%
11129-4	Bld	Qn	MedLog		Y	Pronormoblasts # Bld	10*3/uL
1113-0	RBC^BPU	Ord	FS			Le sup(a) Ag RBC BPU Ql	
11130-2	Bld	Qn	MedLog		Y	B Lymphocytes # Bld	
11131-0	Bone mar	Qn	MedLog		Y	Deprecated Erythroblasts early Fr Mar	%
11132-8	Body fld	Qn	MedLog			Deprecated Bilirub Fld-mCnc	
11133-6	Urine	Qn	MedLog		Y	FCA Ur-mCnc	
11134-4	Body fld.spun	Nom	MedLog			Appearance spun Fld	
11135-1	CSF.spun	Nom	MedLog			Appearance spun CSF	
11136-9	Bone mar	Qn	MedLog		Y	Deprecated Erythroblasts late Fr Mar	%
11531-1	Surgical procedure	Nom	CJM			Surgeon.resident	
11532-9	Surgical procedure	Nom	CJM			Surgeon.staff	
11533-7	Surgical procedure	Nom	CJM			Surgical drains	
11534-5	^Patient	Doc	CJM				
11535-2	^Patient	Nar	CJM			Hospital discharge Dx	
1153-6	RBC	Ord	FS			Lu NOS Ag RBC Ql	
11536-0	^Patient	Doc	CJM				
11537-8	Surgical procedure	Nar	CJM			Surgical drains	
11538-6	Chest	Doc	CJM				
11539-4	Head	Doc	CJM				
11540-2	Abdomen	Doc	CJM				
11541-0	Brain	Doc	CJM				
11542-8	{Setting}	Doc	CJM				
11543-6	^Patient	Doc	CJM				
1154-4	Ser/Plas^BPU	Ord	FS			little c Ab SerPl BPU Ql	
11544-4	^Patient	Nar	CJM			Hospital discharge follow-up	
11545-1	XXX	Nom	BT			Acid fast Stn XXX	
11546-9	XXX	Nom	BT			Other Stn XXX	
11550-1	XXX	Ord	CM			B burgdor XXX Ql Cult	
1155-1	Ser/Plas^donor	Ord	FS			little c Ab SerPl Donr Ql	
11551-9	CSF	Ord	CM			B burgdor DNA CSF Ql Amp Prb	
11552-7	Tiss.FNA	Nom	MT			Microscopic Tiss FNA-Imp	
11553-5	Sputum	Nom	MT			Microscopic Spt-Imp	
11554-3	Ser/Plas	Qn	JTC			Deprecated Magnesium SerPl-sCnc	mmol/L
11555-0	Bld	Qn	JC		Y	Base excess Bld-sCnc	mmol/L
11642-6	Mitral valve	Qn	AMG		Y	Deprecated	
1164-3	RBC^donor	Ord	FS			little e Ag RBC Donr Ql	
11643-4	Tricuspid valve^fetus	Qn	AMG		Y	Fet TV Peak A wave DOP	
11644-2	Tricuspid valve	Qn	AMG		Y	Deprecated TV Peak A US.dop	
11645-9	Mitral valve^fetus	Qn	AMG		Y	Fet MV Peak E wave DOP	
11646-7	Mitral valve	Qn	AMG		Y	Deprecated MV Peak E US.dop	
11647-5	Tricuspid valve^fetus	Qn	AMG		Y	Fet TV Peak E wave DOP	
11648-3	Tricuspid valve	Qn	AMG		Y	Deprecated TV Peak E US.dop	
11649-1	Mitral valve^fetus	Qn	AMG		Y	Fet MV E wave/A wave DOP	
1165-0	RBC	Ord	FS			little e Ag RBC Ql	
10357-2	Wound	Nom	QST			Gram Stn Wnd	
10358-0	Ser	Qn	QST		Y	Teichoate Ab Titr Ser ID	{titer}
10359-8	Ser	Qn	QST		Y	GM1 Asialo IgM Titr Ser	{titer}
10360-6	Ser	Qn	QST		Y	ssDNA IgG Ser-aCnc	
10390-3	^BPU	Nom	CBB			Bld Prod Special Prep BPU	
10391-1	^Patient	Qn	CBB		Y	CMV Ig Gvn Vol	
10392-9	^Patient	Qn	CBB		Y	Cryoppt Gvn Vol	
10393-7	^Patient	Nom	CBB			Fact IX Gvn	
10394-5	^Patient	Qn	CBB		Y	Fact IX Gvn Vol	mL
10395-2	^Patient	Nom	CBB			Fact VIII Gvn	
10396-0	^Patient	Qn	CBB		Y	Fact VIII Gvn Vol	mL
1039-7	RBC^BPU	Ord	FS			G Ag RBC BPU Ql	
10397-8	^Patient	Qn	CBB		Y	HBV Ig Gvn Vol	
10398-6	RBC^BPU	Ord	CBB			I Ag RBC BPU Ql	
10399-4	RBC^donor	Ord	CBB			I Ag RBC Donr Ql	
104-0	Isolate	OrdQn	SH			Ceforanide Islt MIC	
10400-0	RBC	Ord	CBB			I Ag RBC Ql	
10401-8	^Patient	Nom	CBB			ISG Gvn	
10402-6	^Patient	Qn	CBB		Y	ISG Gvn Vol	
10403-4	^Patient	Qn	CBB		Y	Inject Serum Ig Vol Patient	
10404-2	^Patient	Qn	CBB		Y	Inject Rh Ig Vol Patient	
1040-5	RBC^donor	Ord	FS			G Ag RBC Donr Ql	
10405-9	^Patient	Qn	CBB		Y	Inject VZIg Vol Patient	
10406-7	RBC^BPU	Ord	CBB			little i Ag RBC BPU Ql	
10407-5	RBC^donor	Ord	CBB			little i Ag RBC Donr Ql	
10408-3	RBC	Ord	CBB			little i Ag RBC Ql	
10409-1	^Patient	Qn	CBB		Y	Pentaspan Gvn Vol	
10410-9	^Patient	Nom	CBB			Plasma Gvn	
10411-7	^Patient	Qn	CBB		Y	Plasma Gvn Vol	
10412-5	^Patient	Nom	CBB			Platelet Gvn	
1041-3	RBC	Ord	FS			G Ag RBC Ql	
10413-3	^Patient	Qn	CBB		Y	Rh Ig Gvn Vol	
10414-1	^Patient	Qn	CBB		Y	Trans Albumin Vol Patient	
10415-8	^Patient	Qn	CBB		Y	Transf Bld Xchange Vol Patient	
10416-6	^Patient	Qn	CBB		Y	Trans Other Prod Vol Patient	
10417-4	^Patient	Qn	CBB		Y	Trans Cryoppt Vol Patient	
10418-2	^Patient	Qn	CBB		Y	Trans Fact IX Vol Patient	U
10419-0	^Patient	Qn	CBB		Y	Trans Fact VIII Vol Patient	
10420-8	^Patient	Qn	CBB		Y	Trans Serum Ig Vol Patient	
1042-1	Ser/Plas^BPU	Ord	FS			H Ab SerPl BPU Ql	
10421-6	^Patient	Qn	CBB		Y	Trans Pentaspan Vol Patient	
10422-4	^Patient	Qn	CBB		Y	Trans Plasma Vol Patient	
10423-2	^Patient	Qn	CBB		Y	Trans Platelets Vol Patient	
10424-0	^Patient	Qn	CBB		Y	Trans Erythrocytes Vol Patient	
10425-7	^Patient	Qn	CBB		Y	Trans Rhogam Vol Patient	
10426-5	^Patient	Qn	CBB		Y	Trans Whole Bld Vol Patient	
10427-3	^Patient	Qn	CBB		Y	Trans Bld Autol Vol Patient	mL
10428-1	^Patient	Qn	CBB		Y	VZIg Gvn Vol	
10429-9	Tiss	Ord	SH			AE1 Ag Tiss Ql ImStn	
10430-7	Tiss	Ord	SH			AE3 Ag Tiss Ql ImStn	
10431-5	Tiss	Ord	DL-M			B Cell Ag Tiss Ql ImStn	
10432-3	Tiss	Ord	DL-M			CD30 Ag Tiss Ql ImStn	
10433-1	Tiss	Ord	SH			BR2 Ag Tiss Ql ImStn	
10434-9	Tiss	Ord	SH			C3 Ag Tiss Ql ImStn	
10435-6	Tiss	Ord	SH			C5B9 Ag Tiss Ql ImStn	
10436-4	Tiss	Ord	DL-M			CD15 Ag Tiss Ql ImStn	
10437-2	Tiss	Ord	DL-M			CD16 Ag Tiss Ql ImStn	
10438-0	Tiss	Ord	SH			CD20 Ag Tiss Ql ImStn	
1043-9	Ser/Plas^donor	Ord	FS			H Ab SerPl Donr Ql	
10439-8	Tiss	Ord	SH			CD3 Ag Tiss Ql ImStn	
10440-6	Tiss	Ord	SH			Deprecated CD30 Ag Tiss Ql ImStn	
10441-4	Tiss	Ord	SH			CD34 Ag Tiss Ql ImStn	
10442-2	Tiss	Ord	SH			CD56 Ag Tiss Ql ImStn	
10443-0	Tiss	Ord	DL-M			CD43 Ag Tiss Ql ImStn	
10444-8	Tiss	Ord	DL-M			CD57 Ag Tiss Ql ImStn	
10445-5	Tiss	Ord	DL-M			CD11c Ag Tiss Ql ImStn	
10446-3	Tiss	Ord	SH;DL-M			LCA Tiss Ql ImStn	
1044-7	Ser	Ord	FS			H Ab Ser Ql	
10447-1	Tiss	Ord	SH			M5 Ag Tiss Ql ImStn	
10448-9	Tiss	Ord	SH;DL-M			T cell Ag Tiss Ql ImStn	
10449-7	Ser/Plas	Qn	SH		Y	Glucose 1H p meal SerPl-mCnc	mg/dL
10450-5	Ser/Plas	Qn	SH		Y	Glucose p 10H fast SerPl-mCnc	mg/dL
10451-3	Ser/Plas	Qn	SH		Y	Proinsulin p 12H fast SerPl-sCnc	pmol/L
10452-1	Ser/Plas	Qn	SH		Y	Xylose 1H p 25 g Xyl PO SerPl-mCnc	
10453-9	Ser/Plas	Qn	SH		Y	Xylose 1H p Xyl PO SerPl-mCnc	
1045-4	Ser/Plas^BPU	Ord	FS			H NOS Ab SerPl BPU Ql	
10454-7	Ser/Plas	Qn	SH		Y	Xylose 2H p 25 g Xyl PO SerPl-mCnc	
10455-4	Ser/Plas	Qn	SH		Y	Xylose 30M p 25 g Xyl PO SerPl-mCnc	
10456-2	Ser/Plas	Qn	SH		Y	Xylose p 6H fast SerPl-mCnc	
10457-0	Tiss	Ord	SH;DL-M			Actin Ag Tiss Ql ImStn	
10458-8	Tiss	Ord	DL-M			ALP Plac Ag Tiss Ql ImStn	
10459-6	Tiss	Ord	DL-M			AFP Ag Tiss Ql ImStn	
10460-4	Tiss	Ord	DL-M			A-Lactalb Ag Tiss Ql ImStn	
10461-2	Tiss	Ord	DL-M			A1ACT Ag Tiss Ql ImStn	
1046-2	Ser/Plas^donor	Ord	FS			H NOS Ab SerPl Donr Ql	
10462-0	Tiss	Ord	DL-M			A1AT Ag Tiss Ql ImStn	
10463-8	Tiss	Ord	DL-M			ALA Ag Tiss Ql ImStn	
10464-6	Tiss	Ord	DL-M			ALP Ag Tiss Ql ImStn	
10465-3	Tiss	Ord	DL-M			AL Prealb Ag Tiss Ql ImStn	
10466-1	Ser/Plas	Qn	SH		Y	Anion Gap3 SerPl-sCnc	mmol/L
10467-9	Tiss	Ord	DL-M			B2MG AL Ag Tiss Ql ImStn	
10468-7	Tiss	Ord	DL-M			Calcit Ag Tiss Ql ImStn	
10469-5	Tiss	Ord	SH;DL-M			CEA Tiss Ql ImStn	
1047-0	Ser/Plas	Ord	FS			H NOS Ab SerPl Ql	
10470-3	Tiss	Ord	DL-M			HCG Ag Tiss Ql ImStn	
10471-1	Tiss	Ord	SH			CgA Ag Tiss Ql ImStn	
10472-9	Tiss	Ord	DL-M			Cg Ag Tiss Ql ImStn	
10473-7	Tiss	Ord	SH			Chymotryp Ag Tiss Ql ImStn	
10474-5	Tiss	Ord	SH			Collagen4 Ag Tiss Ql ImStn	
10475-2	Tiss	Ord	DL-M			ACTH Ag Tiss Ql ImStn	
10476-0	Tiss	Ord	SH;DL-M			Desmin Ag Tiss Ql ImStn	
10477-8	Tiss	Ord	SH			NSE Ag Tiss Ql ImStn	
10478-6	Tiss	Ord	DL-M			EMBP Ag Tiss Ql ImStn	
10479-4	Tiss	Ord	SH;DL-M			CD227 Ag Tiss Ql ImStn	
10480-2	Tiss	Ord	DL-M			ERA+PGRA Ag Tiss Ql ImStn	
10481-0	Tiss	Ord	DL-M			A-FSH Ag Tiss Ql ImStn	
10482-8	Tiss	Ord	DL-M			B-FSH Ag Tiss Ql ImStn	
10483-6	Tiss	Ord	DL-M			Gastrin Ag Tiss Ql ImStn	
10484-4	Tiss	Ord	SH;DL-M			GFAP Ag Tiss Ql ImStn	
10485-1	Tiss	Ord	DL-M			Glucagon Ag Tiss Ql ImStn	
10486-9	Tiss	Ord	DL-M			Hgb Ag Tiss Ql ImStn	
